Time da Casa,Time Visitante,Gols da Casa,Gols Visitante
Real Madrid,Atlético de Madrid,2,0
Napoli,Sevilla,0,0
Real Madrid,Barcelona,2,0
Arsenal,Barcelona,0,2
Bayern Munich,AC Milan,2,1
Atlético de Madrid,Juventus,0,4
Paris Saint-Germain,Sevilla,5,4
Inter Milan,Napoli,0,2
Lyon,Chelsea,1,5
Chelsea,Sevilla,3,2
Bayern Munich,AC Milan,1,1
Atlético de Madrid,Paris Saint-Germain,1,5
Juventus,Arsenal,0,0
Juventus,Napoli,2,2
Manchester United,Napoli,0,4
Paris Saint-Germain,Borussia Dortmund,3,1
Manchester United,Borussia Dortmund,2,2
Sevilla,Paris Saint-Germain,2,0
Atlético de Madrid,Real Madrid,3,4
Liverpool,Juventus,5,2
Borussia Dortmund,Benfica,3,2
Benfica,Liverpool,2,0
RB Leipzig,Manchester City,2,3
Sevilla,AC Milan,5,2
Manchester United,Barcelona,5,4
Arsenal,Manchester City,1,5
Real Madrid,Borussia Dortmund,3,3
Lyon,Real Madrid,1,3
Manchester United,Juventus,2,1
Paris Saint-Germain,Atlético de Madrid,3,2
Chelsea,Bayern Munich,4,3
Inter Milan,Barcelona,5,4
Manchester City,Lyon,2,4
Arsenal,Napoli,1,3
Borussia Dortmund,Real Madrid,4,0
Napoli,Atlético de Madrid,5,1
Real Madrid,Sevilla,4,1
Inter Milan,Napoli,2,1
Juventus,Paris Saint-Germain,1,3
Napoli,AC Milan,1,0
Atlético de Madrid,Chelsea,4,3
Bayern Munich,Arsenal,5,4
Paris Saint-Germain,Real Madrid,2,4
Paris Saint-Germain,Sevilla,3,2
Sevilla,Napoli,5,2
AC Milan,Paris Saint-Germain,4,3
Real Madrid,Arsenal,3,4
Lyon,Napoli,0,2
Tottenham Hotspur,Manchester City,2,2
Chelsea,Atlético de Madrid,4,1
Barcelona,Bayern Munich,3,3
Lyon,Juventus,3,2
Juventus,Lyon,1,4
Borussia Dortmund,Inter Milan,0,0
Real Madrid,Manchester City,0,5
Liverpool,Inter Milan,1,1
Arsenal,Paris Saint-Germain,3,4
Real Madrid,AC Milan,1,5
Borussia Dortmund,Arsenal,3,3
RB Leipzig,Arsenal,1,5
Manchester United,Inter Milan,1,3
Chelsea,Manchester City,5,0
Real Madrid,Liverpool,2,5
Real Madrid,Bayern Munich,1,5
Bayern Munich,AC Milan,4,4
Bayern Munich,Barcelona,2,3
Liverpool,Juventus,1,5
Bayern Munich,Napoli,3,0
Benfica,Bayern Munich,5,4
AC Milan,Atlético de Madrid,4,5
Manchester City,Inter Milan,3,3
Atlético de Madrid,Napoli,5,3
Real Madrid,Lyon,5,1
Atlético de Madrid,Benfica,5,2
Paris Saint-Germain,Real Madrid,0,5
Sevilla,Manchester United,0,0
Chelsea,Real Madrid,1,3
Arsenal,Benfica,3,3
Arsenal,Manchester City,5,0
Inter Milan,RB Leipzig,0,1
Sevilla,Atlético de Madrid,3,3
Lyon,Napoli,1,3
Atlético de Madrid,Tottenham Hotspur,0,3
Juventus,Lyon,2,1
Napoli,Inter Milan,1,4
Paris Saint-Germain,Benfica,0,3
Paris Saint-Germain,Barcelona,5,2
RB Leipzig,Chelsea,1,0
Juventus,Inter Milan,1,4
Arsenal,Lyon,4,4
Arsenal,Paris Saint-Germain,1,4
Liverpool,Lyon,5,3
Lyon,Napoli,0,3
AC Milan,Real Madrid,3,1
Manchester City,Sevilla,4,2
Tottenham Hotspur,Paris Saint-Germain,2,5
Barcelona,Borussia Dortmund,0,0
Lyon,Bayern Munich,1,2
Benfica,Atlético de Madrid,4,0
Manchester United,RB Leipzig,5,4
Atlético de Madrid,Inter Milan,5,2
Benfica,RB Leipzig,3,1
Paris Saint-Germain,Inter Milan,2,3
Atlético de Madrid,Napoli,5,4
Benfica,RB Leipzig,5,0
Manchester United,Juventus,5,0
AC Milan,Borussia Dortmund,4,5
Lyon,Borussia Dortmund,5,4
Sevilla,AC Milan,1,2
Manchester City,Lyon,0,0
Sevilla,Paris Saint-Germain,2,5
Chelsea,Manchester United,4,3
Atlético de Madrid,Bayern Munich,3,3
Tottenham Hotspur,RB Leipzig,1,5
Arsenal,Juventus,0,0
Atlético de Madrid,Benfica,1,2
Barcelona,Juventus,5,4
Real Madrid,Napoli,3,1
AC Milan,Lyon,2,4
Napoli,Paris Saint-Germain,1,5
Benfica,Paris Saint-Germain,2,3
Lyon,Sevilla,4,2
Chelsea,Real Madrid,0,1
Tottenham Hotspur,Napoli,5,2
Arsenal,RB Leipzig,4,2
Bayern Munich,Liverpool,2,4
Bayern Munich,AC Milan,3,3
Benfica,Juventus,2,3
Lyon,Paris Saint-Germain,5,5
Borussia Dortmund,Juventus,2,2
Borussia Dortmund,Manchester City,0,4
Manchester City,Liverpool,0,4
Atlético de Madrid,Arsenal,4,2
Inter Milan,AC Milan,1,1
Lyon,Inter Milan,2,4
RB Leipzig,AC Milan,1,4
Liverpool,Juventus,4,1
Manchester City,RB Leipzig,2,3
Arsenal,Bayern Munich,2,3
Sevilla,Paris Saint-Germain,3,2
RB Leipzig,Sevilla,4,2
Tottenham Hotspur,Lyon,2,4
Chelsea,Napoli,2,5
Real Madrid,Arsenal,5,0
RB Leipzig,Borussia Dortmund,4,1
Real Madrid,Juventus,0,4
Juventus,Liverpool,2,2
Real Madrid,Atlético de Madrid,5,1
Bayern Munich,Manchester City,1,5
Arsenal,Juventus,5,3
Chelsea,Napoli,4,1
Napoli,Borussia Dortmund,3,2
Real Madrid,AC Milan,2,2
Napoli,Lyon,1,3
Chelsea,Benfica,5,1
Chelsea,Atlético de Madrid,4,1
AC Milan,Manchester United,4,3
Benfica,Real Madrid,5,0
Tottenham Hotspur,Paris Saint-Germain,5,0
Borussia Dortmund,Arsenal,2,0
AC Milan,Juventus,3,4
AC Milan,Sevilla,4,4
Liverpool,Barcelona,4,3
Tottenham Hotspur,Paris Saint-Germain,4,4
Bayern Munich,Juventus,1,0
Sevilla,Tottenham Hotspur,5,2
Lyon,Liverpool,0,4
Arsenal,Manchester United,0,1
Lyon,RB Leipzig,2,4
Lyon,Paris Saint-Germain,4,5
Manchester United,Arsenal,5,1
Bayern Munich,Tottenham Hotspur,5,2
Liverpool,Inter Milan,2,3
Atlético de Madrid,Tottenham Hotspur,3,2
Napoli,Benfica,4,5
Chelsea,Borussia Dortmund,1,3
Napoli,Chelsea,4,4
Bayern Munich,Paris Saint-Germain,0,0
RB Leipzig,Chelsea,4,2
Inter Milan,Atlético de Madrid,0,0
Chelsea,Borussia Dortmund,0,2
Manchester United,Manchester City,2,4
Real Madrid,AC Milan,1,5
Tottenham Hotspur,Benfica,3,4
Manchester City,Napoli,4,5
Chelsea,Tottenham Hotspur,3,0
Bayern Munich,Borussia Dortmund,5,0
Arsenal,Barcelona,2,5
Napoli,Paris Saint-Germain,3,1
Sevilla,Borussia Dortmund,0,2
Juventus,Liverpool,2,0
Inter Milan,Lyon,0,0
Sevilla,Manchester City,2,1
Inter Milan,Chelsea,3,2
Inter Milan,Sevilla,5,3
Juventus,Napoli,5,0
Manchester United,Chelsea,4,5
Napoli,Arsenal,4,0
Arsenal,Manchester United,4,0
Arsenal,Barcelona,3,0
Liverpool,Atlético de Madrid,3,3
Manchester City,Liverpool,0,2
RB Leipzig,Juventus,3,0
Bayern Munich,Borussia Dortmund,5,5
Arsenal,Tottenham Hotspur,4,1
AC Milan,Juventus,0,5
Barcelona,Liverpool,3,4
Napoli,Borussia Dortmund,2,2
Chelsea,Juventus,4,0
Barcelona,Liverpool,3,4
Benfica,Borussia Dortmund,5,1
Paris Saint-Germain,Inter Milan,1,3
Manchester City,Atlético de Madrid,3,1
Benfica,Sevilla,3,3
Chelsea,Lyon,3,1
Borussia Dortmund,Tottenham Hotspur,2,3
Tottenham Hotspur,Juventus,5,2
Manchester United,AC Milan,3,1
Barcelona,Liverpool,3,4
Chelsea,AC Milan,2,1
Chelsea,Tottenham Hotspur,5,5
Tottenham Hotspur,Paris Saint-Germain,0,1
Sevilla,Liverpool,4,5
Lyon,Manchester United,2,0
Juventus,Inter Milan,3,4
Borussia Dortmund,Atlético de Madrid,4,4
Lyon,Inter Milan,1,0
Real Madrid,Paris Saint-Germain,5,4
Lyon,Arsenal,4,3
Manchester City,Sevilla,0,5
Chelsea,Sevilla,0,4
Manchester United,Napoli,3,0
Paris Saint-Germain,Lyon,1,3
Atlético de Madrid,Juventus,2,3
Tottenham Hotspur,Barcelona,2,2
Bayern Munich,Atlético de Madrid,4,1
Inter Milan,AC Milan,2,0
Tottenham Hotspur,Chelsea,0,1
Bayern Munich,Liverpool,0,4
AC Milan,Tottenham Hotspur,2,4
Lyon,Napoli,2,2
Benfica,AC Milan,2,0
Real Madrid,Barcelona,1,4
Juventus,Tottenham Hotspur,5,0
Atlético de Madrid,Chelsea,4,0
Real Madrid,Lyon,3,1
RB Leipzig,Benfica,5,5
Barcelona,Atlético de Madrid,3,3
Napoli,AC Milan,3,0
RB Leipzig,Benfica,1,5
Real Madrid,Napoli,1,1
Inter Milan,Real Madrid,2,1
Tottenham Hotspur,Atlético de Madrid,2,1
AC Milan,Manchester City,5,0
Inter Milan,Juventus,3,3
Liverpool,Inter Milan,0,3
Arsenal,Real Madrid,3,2
Manchester City,Liverpool,2,2
Juventus,Inter Milan,1,3
Lyon,Manchester City,1,5
Lyon,Borussia Dortmund,2,5
Benfica,RB Leipzig,4,0
Lyon,Manchester United,5,4
Sevilla,AC Milan,0,1
Liverpool,Manchester United,5,4
Napoli,Barcelona,3,3
Tottenham Hotspur,Benfica,3,1
Benfica,Barcelona,0,5
Tottenham Hotspur,AC Milan,1,4
Benfica,Paris Saint-Germain,4,3
Atlético de Madrid,Juventus,2,4
Lyon,Arsenal,5,0
Juventus,Manchester City,4,4
Juventus,Liverpool,1,1
Lyon,Bayern Munich,0,1
Napoli,Manchester United,3,2
Paris Saint-Germain,Inter Milan,1,4
Bayern Munich,AC Milan,3,0
Liverpool,Manchester United,4,0
Manchester United,Arsenal,2,1
Juventus,Atlético de Madrid,3,2
Atlético de Madrid,AC Milan,2,2
RB Leipzig,Paris Saint-Germain,3,3
Arsenal,Barcelona,3,5
Napoli,Liverpool,3,0
Inter Milan,Tottenham Hotspur,2,4
Real Madrid,Benfica,5,1
Juventus,Benfica,1,5
AC Milan,Chelsea,4,2
Arsenal,Napoli,1,5
Juventus,Lyon,1,0
Benfica,Lyon,0,0
Barcelona,RB Leipzig,4,0
Barcelona,Juventus,0,0
Barcelona,Arsenal,2,4
Sevilla,Arsenal,3,1
AC Milan,Manchester United,0,5
Bayern Munich,Manchester City,5,3
Benfica,RB Leipzig,2,2
Sevilla,Borussia Dortmund,1,4
Lyon,Borussia Dortmund,1,5
Borussia Dortmund,Sevilla,4,3
Liverpool,Real Madrid,1,1
Chelsea,Tottenham Hotspur,4,5
Real Madrid,Manchester City,2,3
Barcelona,Manchester City,3,3
Barcelona,Bayern Munich,1,2
Juventus,Manchester City,4,3
Manchester City,Lyon,1,1
RB Leipzig,Benfica,2,0
Barcelona,Chelsea,1,3
Real Madrid,Manchester United,2,2
Tottenham Hotspur,Manchester United,5,2
Chelsea,Arsenal,2,0
Chelsea,RB Leipzig,0,1
Chelsea,Paris Saint-Germain,2,0
Manchester City,Liverpool,2,0
Juventus,Arsenal,2,0
Juventus,Liverpool,2,2
Sevilla,Barcelona,0,4
Sevilla,Arsenal,2,5
Barcelona,Juventus,2,0
AC Milan,Juventus,3,5
Atlético de Madrid,Real Madrid,1,1
Bayern Munich,Paris Saint-Germain,0,4
Sevilla,Bayern Munich,1,4
Juventus,Sevilla,0,4
Manchester City,Bayern Munich,5,2
Benfica,Barcelona,2,1
Lyon,Juventus,0,2
Atlético de Madrid,Barcelona,5,4
AC Milan,Bayern Munich,4,2
Napoli,Lyon,1,1
Barcelona,Chelsea,3,3
Benfica,Bayern Munich,4,0
Sevilla,Arsenal,0,4
Juventus,Paris Saint-Germain,5,3
Sevilla,Inter Milan,4,3
Arsenal,Borussia Dortmund,3,2
Real Madrid,Borussia Dortmund,4,5
Napoli,Tottenham Hotspur,5,1
Benfica,Manchester City,0,5
Tottenham Hotspur,Bayern Munich,2,1
RB Leipzig,Sevilla,3,3
Manchester United,RB Leipzig,5,2
Bayern Munich,Real Madrid,2,3
Bayern Munich,Juventus,5,1
Napoli,Liverpool,3,5
Napoli,Tottenham Hotspur,1,1
Real Madrid,Juventus,0,2
AC Milan,RB Leipzig,5,1
Sevilla,Bayern Munich,3,3
Liverpool,RB Leipzig,4,1
Juventus,RB Leipzig,1,0
Inter Milan,Juventus,5,3
RB Leipzig,Manchester City,4,4
Juventus,Lyon,2,2
RB Leipzig,Tottenham Hotspur,4,3
Manchester United,Barcelona,5,4
Benfica,Arsenal,0,4
Chelsea,Liverpool,5,2
Napoli,Atlético de Madrid,0,5
Paris Saint-Germain,Chelsea,4,3
Atlético de Madrid,AC Milan,2,5
Arsenal,Paris Saint-Germain,4,0
RB Leipzig,Barcelona,3,0
Arsenal,Napoli,2,3
Atlético de Madrid,Chelsea,0,3
Barcelona,RB Leipzig,5,4
Inter Milan,Lyon,3,2
Manchester United,Chelsea,4,3
Juventus,Tottenham Hotspur,3,2
Borussia Dortmund,Manchester United,5,5
Juventus,Real Madrid,4,0
Arsenal,Tottenham Hotspur,1,1
Sevilla,Manchester City,1,4
Juventus,Lyon,5,1
Benfica,Barcelona,5,2
Chelsea,Tottenham Hotspur,1,3
Benfica,Paris Saint-Germain,4,2
Arsenal,Atlético de Madrid,4,4
Lyon,Paris Saint-Germain,1,0
Chelsea,Borussia Dortmund,5,2
Real Madrid,Lyon,2,0
Manchester United,Manchester City,0,1
Arsenal,Bayern Munich,1,4
Paris Saint-Germain,Sevilla,5,2
Barcelona,Atlético de Madrid,4,3
Chelsea,Borussia Dortmund,2,5
Manchester City,Arsenal,5,3
Inter Milan,Napoli,0,1
Sevilla,Arsenal,1,1
Borussia Dortmund,Atlético de Madrid,0,3
Tottenham Hotspur,Barcelona,3,3
Borussia Dortmund,Bayern Munich,3,1
Manchester United,Inter Milan,1,0
Paris Saint-Germain,Manchester City,0,0
Paris Saint-Germain,Sevilla,4,3
Manchester United,Napoli,3,0
Manchester United,Manchester City,2,1
AC Milan,Manchester United,0,5
Sevilla,Lyon,3,2
Manchester City,Paris Saint-Germain,4,0
AC Milan,Tottenham Hotspur,0,2
Manchester United,Paris Saint-Germain,2,1
AC Milan,Chelsea,5,5
Manchester United,Sevilla,4,4
Barcelona,Manchester United,5,4
Manchester United,Lyon,0,3
Manchester United,AC Milan,3,2
Lyon,Real Madrid,1,5
Sevilla,Inter Milan,1,3
Lyon,Arsenal,4,1
Manchester City,Inter Milan,3,5
Real Madrid,Barcelona,1,5
RB Leipzig,Real Madrid,2,2
Atlético de Madrid,Arsenal,5,0
Chelsea,Inter Milan,5,3
Inter Milan,Atlético de Madrid,0,1
Real Madrid,AC Milan,1,3
Arsenal,AC Milan,2,0
Bayern Munich,Lyon,4,5
Liverpool,Inter Milan,0,2
Borussia Dortmund,Sevilla,4,1
Paris Saint-Germain,Barcelona,5,1
Bayern Munich,Barcelona,3,3
Benfica,Manchester United,2,5
Juventus,RB Leipzig,5,4
Manchester City,AC Milan,0,5
Benfica,Real Madrid,2,4
Atlético de Madrid,Paris Saint-Germain,5,3
Manchester United,RB Leipzig,2,2
Napoli,Inter Milan,0,4
Manchester United,Benfica,0,4
Lyon,Inter Milan,4,5
Atlético de Madrid,Sevilla,2,5
Juventus,Benfica,5,3
Juventus,Atlético de Madrid,3,2
Tottenham Hotspur,Napoli,4,1
AC Milan,Tottenham Hotspur,3,2
Liverpool,Manchester City,1,1
Real Madrid,Juventus,0,1
Real Madrid,Sevilla,0,5
Manchester City,Juventus,2,1
Liverpool,Chelsea,0,3
Barcelona,Lyon,2,3
Bayern Munich,RB Leipzig,4,5
Liverpool,AC Milan,0,5
Sevilla,Paris Saint-Germain,4,2
Paris Saint-Germain,Sevilla,3,5
Napoli,Manchester United,1,5
Inter Milan,Napoli,0,2
Manchester United,Juventus,3,4
Benfica,AC Milan,2,2
Bayern Munich,Lyon,2,3
Juventus,Lyon,3,2
Atlético de Madrid,Paris Saint-Germain,1,3
Borussia Dortmund,Paris Saint-Germain,0,0
Manchester United,Paris Saint-Germain,5,4
Napoli,Inter Milan,5,4
Inter Milan,Manchester United,5,3
Atlético de Madrid,Napoli,4,0
AC Milan,Barcelona,0,4
Sevilla,Real Madrid,2,0
Liverpool,Borussia Dortmund,2,0
Chelsea,Sevilla,1,1
Sevilla,Bayern Munich,5,4
Arsenal,Inter Milan,0,1
RB Leipzig,Bayern Munich,5,1
AC Milan,Bayern Munich,1,0
Arsenal,Real Madrid,0,0
Paris Saint-Germain,Bayern Munich,5,1
AC Milan,Bayern Munich,1,4
Borussia Dortmund,Benfica,2,5
Juventus,Bayern Munich,5,2
RB Leipzig,Chelsea,0,1
AC Milan,Inter Milan,4,5
Arsenal,Benfica,2,2
RB Leipzig,Juventus,2,0
AC Milan,Paris Saint-Germain,1,2
RB Leipzig,Tottenham Hotspur,5,4
Arsenal,Juventus,1,1
Paris Saint-Germain,Lyon,4,1
Real Madrid,Chelsea,4,1
AC Milan,Manchester United,3,0
AC Milan,Borussia Dortmund,3,0
Tottenham Hotspur,Manchester United,3,4
Bayern Munich,Arsenal,4,1
Borussia Dortmund,Barcelona,3,0
Juventus,Tottenham Hotspur,3,5
AC Milan,Lyon,3,3
Borussia Dortmund,AC Milan,3,2
Borussia Dortmund,Paris Saint-Germain,5,4
Sevilla,Inter Milan,3,2
Napoli,Benfica,5,3
Arsenal,Paris Saint-Germain,3,0
Juventus,Manchester City,4,4
Paris Saint-Germain,Lyon,3,4
Benfica,Bayern Munich,2,5
Benfica,Manchester City,5,5
Tottenham Hotspur,Borussia Dortmund,0,4
Borussia Dortmund,Juventus,4,1
Barcelona,Bayern Munich,4,1
Manchester United,Juventus,5,4
Bayern Munich,Liverpool,4,2
Chelsea,Sevilla,2,0
Sevilla,Paris Saint-Germain,0,3
AC Milan,Napoli,0,0
Inter Milan,Liverpool,5,5
Arsenal,Borussia Dortmund,3,0
Inter Milan,Paris Saint-Germain,0,5
Arsenal,Bayern Munich,4,3
RB Leipzig,Juventus,5,3
Inter Milan,Atlético de Madrid,5,5
AC Milan,Sevilla,1,3
Chelsea,Manchester United,3,3
AC Milan,Benfica,2,3
Benfica,Real Madrid,0,4
Barcelona,Inter Milan,3,4
Real Madrid,Arsenal,5,2
Manchester City,Arsenal,2,0
Juventus,Manchester United,3,2
Benfica,Liverpool,0,1
Real Madrid,Benfica,0,5
Manchester City,Real Madrid,1,2
Barcelona,AC Milan,3,1
AC Milan,Bayern Munich,2,1
Borussia Dortmund,Napoli,5,5
Manchester United,Atlético de Madrid,0,0
Napoli,Atlético de Madrid,2,4
Manchester City,Chelsea,2,4
Lyon,Borussia Dortmund,4,1
Arsenal,AC Milan,5,0
Real Madrid,AC Milan,2,3
Arsenal,Benfica,4,3
Arsenal,Benfica,2,0
Atlético de Madrid,Manchester United,0,0
Paris Saint-Germain,Benfica,0,2
Inter Milan,Napoli,0,0
Inter Milan,Sevilla,0,0
Real Madrid,Inter Milan,0,2
Borussia Dortmund,Inter Milan,2,0
RB Leipzig,Manchester City,2,3
Real Madrid,Paris Saint-Germain,1,2
Napoli,Arsenal,3,1
Napoli,Manchester City,5,4
Napoli,Liverpool,2,0
Borussia Dortmund,Atlético de Madrid,3,1
Bayern Munich,Sevilla,3,2
Manchester United,Manchester City,5,5
Chelsea,Arsenal,2,3
RB Leipzig,Paris Saint-Germain,5,4
Manchester United,RB Leipzig,2,4
Real Madrid,Arsenal,0,2
Napoli,Manchester United,4,5
Tottenham Hotspur,Benfica,0,4
Sevilla,Atlético de Madrid,1,4
Tottenham Hotspur,Barcelona,2,5
Liverpool,Manchester City,3,1
Liverpool,Chelsea,1,3
Borussia Dortmund,Paris Saint-Germain,1,0
Benfica,RB Leipzig,4,4
Barcelona,Napoli,3,5
Atlético de Madrid,Arsenal,1,1
Atlético de Madrid,Chelsea,2,1
Paris Saint-Germain,Sevilla,5,2
Inter Milan,Paris Saint-Germain,5,1
Juventus,Atlético de Madrid,0,3
AC Milan,Lyon,1,4
RB Leipzig,Real Madrid,1,1
RB Leipzig,Tottenham Hotspur,2,0
Inter Milan,Sevilla,2,4
Tottenham Hotspur,Liverpool,4,2
Manchester United,Arsenal,3,5
Sevilla,AC Milan,5,3
Arsenal,Manchester City,2,1
Chelsea,Inter Milan,1,5
AC Milan,Real Madrid,0,3
Juventus,AC Milan,1,3
Liverpool,RB Leipzig,1,2
Inter Milan,Chelsea,4,1
Chelsea,Arsenal,4,5
AC Milan,Chelsea,4,5
Manchester United,Real Madrid,0,5
Inter Milan,RB Leipzig,5,4
Manchester United,Benfica,1,0
Barcelona,Lyon,2,5
Liverpool,Lyon,3,5
Chelsea,Barcelona,2,0
Benfica,Bayern Munich,0,2
Atlético de Madrid,Manchester United,5,5
Inter Milan,Benfica,3,2
Inter Milan,Arsenal,1,3
Bayern Munich,Lyon,0,5
Manchester City,Atlético de Madrid,4,3
Tottenham Hotspur,Real Madrid,1,1
RB Leipzig,Borussia Dortmund,4,2
Inter Milan,Real Madrid,2,4
Napoli,Atlético de Madrid,2,2
Napoli,Borussia Dortmund,1,5
Benfica,Napoli,0,4
Chelsea,Juventus,5,1
Barcelona,Borussia Dortmund,3,3
Manchester United,Paris Saint-Germain,1,0
Manchester City,Real Madrid,1,4
Chelsea,Borussia Dortmund,1,1
Paris Saint-Germain,Borussia Dortmund,2,0
Tottenham Hotspur,RB Leipzig,0,3
Barcelona,Tottenham Hotspur,5,5
RB Leipzig,Barcelona,3,3
Bayern Munich,AC Milan,3,5
Inter Milan,Chelsea,1,5
AC Milan,RB Leipzig,3,5
Arsenal,Napoli,2,2
Sevilla,Borussia Dortmund,5,2
Juventus,Benfica,2,0
Paris Saint-Germain,Tottenham Hotspur,2,2
Manchester City,AC Milan,1,0
AC Milan,Inter Milan,2,5
Chelsea,Liverpool,4,2
Juventus,Bayern Munich,2,3
Juventus,Chelsea,1,2
Borussia Dortmund,Bayern Munich,4,4
Napoli,Benfica,5,5
Real Madrid,Benfica,3,4
Inter Milan,Barcelona,2,1
Inter Milan,Bayern Munich,3,2
Chelsea,Manchester City,2,3
Manchester City,Sevilla,2,1
AC Milan,Arsenal,1,2
Lyon,RB Leipzig,5,3
Barcelona,Borussia Dortmund,2,2
Arsenal,Tottenham Hotspur,2,1
Chelsea,Barcelona,3,5
Borussia Dortmund,Paris Saint-Germain,3,2
Sevilla,Chelsea,5,1
AC Milan,Benfica,4,3
Tottenham Hotspur,RB Leipzig,1,1
Tottenham Hotspur,Chelsea,3,2
Arsenal,Napoli,3,4
Sevilla,Tottenham Hotspur,2,2
Liverpool,Inter Milan,1,3
Juventus,Barcelona,2,2
Manchester United,Tottenham Hotspur,0,0
RB Leipzig,Lyon,5,1
Benfica,AC Milan,1,1
Napoli,Benfica,0,5
Sevilla,AC Milan,3,3
Manchester United,Juventus,5,3
Lyon,Benfica,5,5
Borussia Dortmund,Chelsea,1,2
Paris Saint-Germain,Benfica,5,3
Atlético de Madrid,Sevilla,2,3
Manchester United,Napoli,1,0
RB Leipzig,Sevilla,4,3
Barcelona,Juventus,4,3
RB Leipzig,Barcelona,2,5
Benfica,AC Milan,3,5
Juventus,Arsenal,5,2
Atlético de Madrid,Napoli,5,1
Barcelona,Paris Saint-Germain,1,3
Inter Milan,Bayern Munich,3,4
Paris Saint-Germain,Atlético de Madrid,5,4
Juventus,Paris Saint-Germain,5,5
Sevilla,Tottenham Hotspur,1,1
Manchester United,Manchester City,4,0
Borussia Dortmund,Atlético de Madrid,5,2
RB Leipzig,Manchester City,1,0
Lyon,AC Milan,4,4
Barcelona,Chelsea,2,5
Sevilla,Atlético de Madrid,0,0
Inter Milan,Liverpool,1,0
Manchester City,Barcelona,0,4
Tottenham Hotspur,Borussia Dortmund,5,0
Napoli,Lyon,2,4
Napoli,Juventus,5,2
Real Madrid,Juventus,0,0
AC Milan,Benfica,1,2
Manchester City,RB Leipzig,0,3
Atlético de Madrid,Chelsea,3,0
Real Madrid,Chelsea,0,4
Chelsea,AC Milan,4,5
Inter Milan,Paris Saint-Germain,1,0
Manchester City,Paris Saint-Germain,0,2
Bayern Munich,Inter Milan,4,2
Sevilla,Atlético de Madrid,2,2
Atlético de Madrid,Paris Saint-Germain,1,1
Juventus,Chelsea,1,3
Bayern Munich,Arsenal,2,3
Inter Milan,Liverpool,4,3
Benfica,Sevilla,0,5
Manchester City,AC Milan,0,0
Arsenal,Tottenham Hotspur,0,5
Borussia Dortmund,Juventus,4,2
Arsenal,Paris Saint-Germain,3,1
Chelsea,Benfica,4,0
Arsenal,Barcelona,5,1
Liverpool,Manchester United,4,2
Liverpool,Barcelona,5,1
Barcelona,Chelsea,3,0
Inter Milan,Liverpool,1,0
Atlético de Madrid,Bayern Munich,0,5
Benfica,Arsenal,4,4
Chelsea,Bayern Munich,0,0
Benfica,Napoli,2,5
Manchester City,RB Leipzig,5,1
Barcelona,Tottenham Hotspur,4,3
Paris Saint-Germain,Manchester City,1,0
Barcelona,Borussia Dortmund,2,3
Manchester United,Liverpool,0,1
Real Madrid,Paris Saint-Germain,1,1
Benfica,Liverpool,4,1
Barcelona,RB Leipzig,1,3
Real Madrid,Lyon,4,4
Chelsea,Real Madrid,5,0
Manchester United,Sevilla,0,2
Arsenal,Inter Milan,1,5
Arsenal,Bayern Munich,5,3
Manchester City,Atlético de Madrid,3,3
Sevilla,Liverpool,2,1
Lyon,Barcelona,3,0
Paris Saint-Germain,AC Milan,5,0
Liverpool,Barcelona,5,2
AC Milan,Benfica,1,2
Sevilla,Real Madrid,3,3
Atlético de Madrid,Chelsea,3,2
Arsenal,Tottenham Hotspur,3,5
Liverpool,AC Milan,4,3
Chelsea,Real Madrid,2,5
Chelsea,Sevilla,3,1
Juventus,Atlético de Madrid,1,3
Atlético de Madrid,Manchester City,0,4
Chelsea,Arsenal,5,3
Benfica,Borussia Dortmund,2,3
Real Madrid,Borussia Dortmund,1,3
Juventus,Napoli,0,3
Napoli,Paris Saint-Germain,5,0
Napoli,Manchester City,2,5
Liverpool,Inter Milan,1,2
Atlético de Madrid,Arsenal,3,0
Inter Milan,Barcelona,0,5
Paris Saint-Germain,AC Milan,3,1
Manchester United,Bayern Munich,3,4
Benfica,Paris Saint-Germain,4,4
RB Leipzig,Liverpool,2,5
Manchester City,Tottenham Hotspur,3,1
Manchester United,Bayern Munich,4,0
Atlético de Madrid,Manchester City,3,1
RB Leipzig,Sevilla,1,0
Sevilla,Napoli,0,1
Bayern Munich,Barcelona,0,1
Benfica,Borussia Dortmund,5,4
Borussia Dortmund,Liverpool,4,2
Lyon,Atlético de Madrid,1,5
Tottenham Hotspur,Paris Saint-Germain,5,1
Chelsea,Manchester United,2,2
Arsenal,Juventus,0,0
Manchester United,Benfica,3,0
Tottenham Hotspur,Manchester United,3,1
Arsenal,Manchester United,4,5
RB Leipzig,Barcelona,3,3
Inter Milan,Lyon,1,0
Sevilla,Manchester City,2,5
Manchester City,Lyon,3,5
Barcelona,Manchester United,1,4
Juventus,Bayern Munich,4,2
Chelsea,Sevilla,3,2
Barcelona,Lyon,4,1
RB Leipzig,Sevilla,5,3
Real Madrid,Chelsea,1,1
Barcelona,Juventus,1,0
AC Milan,Benfica,3,3
RB Leipzig,Benfica,0,0
Liverpool,RB Leipzig,4,0
Juventus,Arsenal,4,0
AC Milan,Benfica,3,3
Liverpool,Inter Milan,4,5
Manchester City,Real Madrid,2,4
Chelsea,Bayern Munich,5,5
Paris Saint-Germain,Napoli,3,1
Sevilla,Manchester United,2,1
Juventus,Arsenal,2,3
